question,intent_recommend_budget,intent_recommend_usage,intent_tech_detail
Nên mua laptop gaming Lenovo LOQ 15IAX9 với card RTX 3050 và màn hình 144Hz không?,0,1,1
iMac M4 24 inch với 16GB RAM và 256GB SSD giá bao nhiêu?,1,0,1
Laptop MSI Prestige 13 AI Evo A1MG-241VN-Trắng có trọng lượng dưới 1kg không?,0,1,1
Cần tìm laptop mỏng nhẹ cho học tập - văn phòng dưới 20 triệu đồng.,1,1,0
"Laptop nào có chip M4, 16GB RAM và màn hình 15.3 inch?",0,0,1
Ngân sách 35 triệu đồng có mua được iMac M4 24 inch 16GB 256GB không?,1,0,0
Laptop nào phù hợp cho gaming với card đồ họa rời và tần số quét 144Hz?,0,1,1
"Có laptop nào dưới 25 triệu đồng vừa làm việc văn phòng, vừa có thể thiết kế đồ họa không?",1,1,0
MacBook Pro 14 M4 Max có phù hợp cho công việc đồ họa và với giá 83.790.000đ không?,1,1,0
"Cần tìm laptop mỏng nhẹ cho văn phòng dưới 27 triệu đồng, ưu tiên màn hình 13-14 inch?",1,1,0
MacBook Pro 14 M3 Pro với 36GB RAM có đủ đáp ứng nhu cầu sáng tạo nội dung không?,0,1,1
"Laptop Apple nào có CPU M4, RAM 16GB và giá dưới 30 triệu?",1,0,1
Máy nào có trọng lượng dưới 1.5kg và giá dưới 25 triệu cho nhu cầu học tập?,1,1,0
Cấu hình chip M4 Max và 32 GPU có phù hợp cho các tác vụ kỹ thuật chuyên sâu không?,0,1,1
MacBook Air M4 13 inch có tần số quét 60Hz có phù hợp cho game thủ không?,0,1,1
Laptop nào có bộ nhớ 512GB và giá dưới 60 triệu cho nhu cầu đồ họa?,1,1,0
MacBook Pro 14 M4 Max có card tích hợp và màn hình 120Hz không?,0,0,1
"Có laptop nào dưới 20 triệu cho nhu cầu văn phòng, cấu hình RAM 16GB không?",1,1,1
Laptop nào có màn hình 15.6 inch và giá dưới 15 triệu đồng cho nhu cầu văn phòng?,1,1,1
Cấu hình chip M3 và 16GB RAM có đủ cho đồ họa kỹ thuật không?,0,1,1
Laptop gaming nào có card đồ họa RTX 4070 và tần số quét 165Hz?,0,1,1
Ngân sách 30 triệu có mua được laptop Apple M3 512GB không?,1,0,1
"Tìm laptop mỏng nhẹ, pin trâu cho sinh viên với giá dưới 12 triệu.",1,1,0
Laptop Asus Vivobook Go 15 có phù hợp cho học tập cơ bản không?,0,1,0
Macbook Air M3 13 inch có trọng lượng bao nhiêu?,0,0,1
Laptop Dell Inspiron 15 có tần số quét 120Hz và giá bao nhiêu?,1,0,1
"Có nên mua laptop cấu hình 32GB RAM, 1TB SSD cho công việc đồ họa không?",0,1,1
Laptop nào dưới 20 triệu đồng đáp ứng tốt nhu cầu gaming và thiết kế đồ họa?,1,1,0
Tìm laptop gaming có hiệu năng tốt trong tầm giá 20-25 triệu.,1,1,0
Laptop nào cho đồ họa kỹ thuật với màn hình lớn hơn 15 inch và card đồ họa rời?,0,1,1
Máy nào có 32GB RAM và 1TB SSD với giá dưới 60 triệu?,1,0,1
Laptop nào có trọng lượng dưới 1.3kg và giá dưới 40 triệu?,1,1,0
Ngân sách cho laptop học tập cơ bản là bao nhiêu?,1,0,0
Laptop nào có màn hình 14 inch tần số quét 120Hz?,0,1,0
"Cần laptop cao cấp, sang trọng cho công việc với chi phí dưới 40 triệu.",1,1,0
"Laptop nào dùng cho sáng tạo nội dung, pin tốt và giá dưới 50 triệu?",1,1,0
Cấu hình CPU và dung lượng lưu trữ của MacBook Pro 14 inch M4 Pro là gì?,0,0,1
"Laptop nào có chip M2, 16GB RAM, màn hình 13.6 inch và giá dưới 25 triệu?",1,0,1
"Cần laptop cho đồ họa với ngân sách 70 triệu, ưu tiên hiệu năng và màn hình lớn.",1,1,0
MacBook Pro 16 inch chip M4 Pro có phù hợp cho công việc sáng tạo nội dung không?,0,1,0
Laptop Lenovo IdeaPad 1 14ALC7 có card rời không?,0,0,1
"Tìm laptop mỏng nhẹ cho văn phòng, giá khoảng 15 triệu.",1,1,0
Laptop Dell Inspiron 14 5440 có cấu hình CPU Core 7 và RAM 16GB cho nhu cầu học tập không?,0,1,1
MacBook Air M4 15 inch có thời lượng pin bao lâu?,0,0,1
Có nên mua laptop Apple với giá 24.990.000 VNĐ cho công việc văn phòng không?,1,1,0
Laptop nào có tần số quét 144Hz và giá dưới 15 triệu cho nhu cầu gaming?,1,1,0
Cấu hình CPU và dung lượng lưu trữ của MacBook Air M2 2022 là bao nhiêu?,0,0,1
Laptop nào phù hợp cho đồ họa với ngân sách dưới 30 triệu?,1,1,0
Máy nào có CPU 155H và card rời cho nhu cầu gaming?,0,1,1
Laptop nào có giá dưới 17 triệu đồng?,1,0,0
Máy nào phù hợp cho học tập và văn phòng?,0,1,0
Laptop nào dưới 25 triệu phù hợp cho công việc sáng tạo nội dung?,1,1,0
Tần số quét màn hình 120Hz có cần thiết cho công việc văn phòng không?,0,0,1
Máy nào mỏng nhẹ cho văn phòng với giá dưới 18 triệu?,1,1,0
Máy MSI Prestige 14 EVO B13M-401VN có bao nhiêu GB dung lượng ổ cứng?,0,0,1
Laptop nào có giá khoảng 21 triệu đồng cho nhu cầu cao cấp sang trọng?,1,1,0
Máy nào có trọng lượng dưới 1.5kg và giá dưới 20 triệu?,1,1,0
Tìm laptop gaming dưới 20 triệu có card đồ họa RTX 3050 hoặc tương đương?,1,1,1
"Laptop nào có màn hình 14 inch, mỏng nhẹ, phù hợp cho công việc văn phòng?",0,1,1
Ngân sách 15 triệu có thể mua được laptop Apple MacBook Air M3 không?,1,0,0
Laptop MSI Gaming Stealth 14 AI Studio có bao nhiêu GB RAM?,0,0,1
Nhu cầu đồ họa nặng và chơi game thì nên chọn laptop nào trong tầm giá 30-35 triệu?,1,1,0
Laptop Asus TUF Gaming A15 FA506NFR có tần số quét màn hình bao nhiêu Hz?,0,0,1
Có laptop nào dưới 18 triệu cấu hình mạnh cho lập trình và thiết kế đồ họa không?,1,1,0
MacBook Air M3 có phù hợp cho việc học tập và các tác vụ văn phòng cơ bản không?,0,1,0
Laptop Lenovo IdeaPad Slim 3 14IAH8 có trọng lượng bao nhiêu kg?,0,0,1
Laptop Asus Vivobook 16 X1605VA có chip xử lý i5 thế hệ thứ mấy?,0,0,1
Mức giá dưới 15 triệu đồng có những lựa chọn laptop nào?,1,0,0
Ngân sách tối đa 20 triệu cho laptop là bao nhiêu?,1,0,0
Laptop nào phù hợp cho nhu cầu chơi game cấu hình cao?,0,1,0
Laptop nào tối ưu cho công việc văn phòng và học tập?,0,1,0
Nhu cầu thiết kế đồ họa cần loại laptop nào?,0,1,0
Tìm laptop cho văn phòng với ngân sách khoảng 18 triệu đồng.,1,1,0
"Laptop mỏng nhẹ cho di chuyển nhiều, ngân sách dưới 25 triệu?",1,1,0
Laptop nào có màn hình tần số quét 144Hz cho trải nghiệm gaming?,0,1,1
Laptop nào có CPU 155H và SSD 1TB với giá dưới 30 triệu?,1,0,1
Mức giá tối đa cho một chiếc laptop mỏng nhẹ là bao nhiêu?,1,0,0
MacBook Pro 16 M4 Max có phù hợp cho chỉnh sửa video chuyên nghiệp không?,0,1,0
Ngân sách 25 triệu có mua được laptop chơi game cấu hình cao không?,1,1,0
"Cấu hình CPU M3, RAM 16GB có phù hợp cho lập trình với chi phí dưới 30 triệu không?",1,1,1
Laptop nào có 512GB SSD và giá dưới 30 triệu đồng?,1,0,1
Laptop nào có trọng lượng dưới 1.5kg và giá dưới 20 triệu cho việc học tập?,1,1,0
MacBook Air M3 13 inch có phù hợp cho việc di chuyển nhiều không?,0,1,0
Màn hình 13.6 inch tần số quét 60Hz có đủ cho công việc thiết kế đồ họa không?,0,1,1
Laptop nào tối ưu cho công việc văn phòng và có giá dưới 15 triệu?,1,1,0
Có laptop nào cho nhu cầu đồ họa - kỹ thuật với giá dưới 15 triệu đồng không?,1,1,0
Cấu hình chip M1 và dung lượng lưu trữ 256GB của MacBook Air có phù hợp cho học sinh không?,0,1,1
Laptop Lenovo IdeaPad Slim 3 có card tích hợp và màn hình 15.6 inch giá bao nhiêu?,1,0,1
Nên chọn laptop gaming có card đồ họa RTX 4050 hay không?,0,1,1
Yêu cầu laptop cho công việc văn phòng với RAM 16GB và ổ cứng 512GB là gì?,0,1,1
Tốc độ làm tươi màn hình 144Hz có cần thiết cho laptop đồ họa không?,0,1,1
"Tìm laptop mỏng nhẹ, sang trọng với chip M1 và giá dưới 25 triệu đồng.",1,1,1
Laptop Asus TUF Gaming A15 có chip 7535HS và card rời RTX 4050 giá bao nhiêu?,1,1,1
Laptop nào có thể đáp ứng tốt nhu cầu đồ họa và chơi game với mức giá dưới 25 triệu đồng?,1,1,0
Cấu hình CPU và RAM của Laptop HP 15-FD1063TU là bao nhiêu?,0,0,1
Nhu cầu học tập - văn phòng nên chọn laptop Dell Inspiron 15 3520 hay Laptop Dell Vostro 15 3520?,0,1,0
Laptop Lenovo LOQ 15IAX9 có card đồ họa rời không và giá bao nhiêu?,1,0,1
"Tôi cần laptop cho công việc văn phòng, ưu tiên máy nhẹ và có thời lượng pin tốt, ngân sách khoảng 20 triệu.",1,1,0
Laptop Dell Vostro 15 3520 với màn hình 120Hz có phù hợp cho giải trí nhẹ không?,0,1,0
Máy nào có RAM 32GB và dung lượng lưu trữ 512GB trong tầm giá 20-25 triệu?,1,0,1
Tìm laptop gaming có màn hình tần số quét 144Hz và card đồ họa rời.,0,1,1
Ngân sách 16-17 triệu thì có lựa chọn laptop nào cho học tập và văn phòng không?,1,1,0
Laptop nào có trọng lượng dưới 2kg và cấu hình đủ mạnh cho công việc kỹ thuật?,0,1,1
Laptop nào dưới 20 triệu có thể đáp ứng tốt nhu cầu đồ họa và sáng tạo nội dung?,1,1,0
Cấu hình CPU và dung lượng RAM của MacBook Pro 14 M4 Pro là bao nhiêu?,0,0,1
"Tìm laptop học tập - văn phòng mỏng nhẹ, giá dưới 15 triệu.",1,1,0
Laptop Asus Vivobook 15 OLED A1505VA có tần số quét màn hình bao nhiêu?,0,0,1
Ngân sách 30 triệu có nên mua MacBook Air M3 13 inch cho công việc văn phòng không?,1,1,0
Laptop Lenovo ThinkPad E16 GEN 1 có phù hợp cho nhu cầu đồ họa kỹ thuật không?,0,1,0
"Máy nào có bộ nhớ trong 512GB, RAM 16GB và giá dưới 25 triệu?",1,0,1
Laptop nào có trọng lượng dưới 1.5kg và giá tầm 20 triệu?,1,0,0
Nhu cầu chơi game có nên chọn laptop có card đồ họa tích hợp không?,0,1,0
So sánh cấu hình chip M3 và M4 Pro của Apple cho nhu cầu sáng tạo nội dung.,0,1,1
"Laptop nào có màn hình 14 inch, card đồ họa rời và giá dưới 20 triệu đồng?",1,0,1
MacBook Pro 14 inch M1 Pro có phù hợp cho công việc đồ họa kỹ thuật không?,0,1,0
"Cần tìm laptop mỏng nhẹ, cấu hình Core i5 thế hệ mới, giá dưới 15 triệu.",1,1,1
Laptop Dell XPS 13 có card đồ họa rời hay card tích hợp?,0,0,1
MacBook Air M4 15 inch có cấu hình 32GB RAM và 256GB SSD phù hợp cho sáng tạo nội dung không?,0,1,1
Có laptop nào cho nhu cầu học tập - văn phòng với giá dưới 10 triệu đồng không?,1,1,0
Laptop nào có tần số quét màn hình 120Hz và giá dưới 40 triệu?,1,0,1
MacBook Pro 14 inch có trọng lượng bao nhiêu?,0,0,1
"Tìm laptop cao cấp, sang trọng, đáp ứng tốt nhu cầu văn phòng và có giá khoảng 25 triệu.",1,1,0
"Laptop Apple nào có chip M4, RAM 24GB và phù hợp cho đồ họa kỹ thuật?",0,1,1
Laptop nào chơi game tốt với ngân sách dưới 30 triệu đồng?,1,1,0
Có laptop nào dưới 20 triệu cho học tập và văn phòng không?,1,1,0
Laptop sáng tạo nội dung nên có kích thước màn hình bao nhiêu inch?,0,1,1
Ngân sách dưới 15 triệu nên mua laptop nào?,1,0,0
Laptop nào phù hợp nhất cho nhu cầu chơi game hiện nay?,0,1,0
MacBook Air M3 15 inch có phù hợp cho người dùng yêu cầu mỏng nhẹ và cao cấp không?,0,1,0
Cấu hình RAM 16GB và SSD 512GB trên laptop có giá khoảng bao nhiêu?,1,0,1
Laptop gaming nên dùng chip Intel Core i5 hay i7?,0,1,1
Laptop văn phòng dưới 20 triệu có những lựa chọn nào?,1,1,0
Laptop nào dưới 20 triệu đồng có thể chơi game mượt mà?,1,1,0
"Cần tìm laptop mỏng nhẹ cho học tập, văn phòng, giá dưới 15 triệu.",1,1,0
Laptop Asus Zenbook 14 OLED có màn hình tần số quét bao nhiêu Hz?,0,0,1
Máy Acer Nitro V có card đồ họa rời hay card tích hợp?,0,0,1
"Tìm laptop cấu hình mạnh cho đồ họa, yêu cầu RAM 16GB, giá dưới 30 triệu.",1,1,1
Laptop Lenovo Ideapad Slim 5 có trọng lượng bao nhiêu kg?,0,0,1
"Có laptop nào màn hình 14 inch, 16GB RAM, giá 25 triệu cho nhu cầu văn phòng không?",1,1,1
Laptop gaming nào có tần số quét 144Hz và giá tốt nhất?,1,1,0
Cấu hình CPU của Laptop Gaming Acer Nitro V là gì?,0,0,1
"Laptop nào phù hợp cho công việc kỹ thuật, yêu cầu card đồ họa rời và bộ nhớ SSD 512GB?",0,1,1
Laptop nào phù hợp cho thiết kế đồ họa với ngân sách dưới 25 triệu đồng?,1,1,0
"Tìm laptop mỏng nhẹ cho công việc văn phòng, giá dưới 20 triệu.",1,1,0
"Cần laptop gaming cấu hình Core i5, RAM 16GB, giá dưới 30 triệu.",1,1,1
Độ phân giải màn hình của Macbook Air M3 15 inch là bao nhiêu?,0,0,1
Laptop nào tối ưu cho việc học tập trực tuyến?,0,1,0
Có những mẫu laptop nào dưới 15 triệu đồng?,1,0,0
Laptop nào có màn hình tần số quét 120Hz cho tác vụ sáng tạo nội dung?,0,1,1
"Tôi cần laptop cho công việc văn phòng và có thể xử lý các tác vụ đồ họa nhẹ, ngân sách khoảng 18 triệu.",1,1,0
So sánh dung lượng RAM và ổ cứng giữa HP Probook 460 G11 và HP 240 G9.,0,0,1
"Laptop nào có trọng lượng dưới 1.5kg, phù hợp cho người hay di chuyển và có giá dưới 22 triệu?",1,1,0
Laptop nào dưới 20 triệu đồng phù hợp cho nhu cầu đồ họa và chỉnh sửa video?,1,1,0
"MacBook Air M4 với 16GB RAM và 512GB SSD, giá dưới 35 triệu có đáp ứng tốt cho lập trình không?",1,1,1
Laptop nào có trọng lượng dưới 1.3kg và pin sử dụng liên tục hơn 8 tiếng?,0,1,0
Ngân sách 30 triệu có thể mua laptop trang bị card đồ họa NVIDIA RTX 4060 không?,1,0,1
Máy nào có màn hình 13 inch phù hợp cho công việc văn phòng và đọc báo?,0,1,0
Nên mua laptop hãng nào với mức giá dưới 15 triệu đồng?,1,0,0
Laptop Apple M3 có đủ mạnh cho việc thiết kế đồ họa chuyên nghiệp không?,0,1,0
"Ưu tiên laptop cho game thủ với ngân sách dưới 25 triệu, cấu hình mạnh mẽ.",1,1,0
MacBook Air M2 256GB có giá khoảng 24 triệu có đáp ứng tốt nhu cầu học tập và văn phòng không?,1,1,0
Cấu hình CPU Intel Core i5 thế hệ 12 và RAM 8GB có đủ cho công việc văn phòng không?,0,1,1
Tìm laptop gaming dưới 25 triệu đồng.,1,1,0
Cấu hình CPU 1255U và RAM 16GB của Dell Inspiron 15 3520 là gì?,0,0,1
Laptop nào phù hợp cho việc học tập và văn phòng?,0,1,0
Laptop mỏng nhẹ cho sinh viên với ngân sách 12 triệu đồng?,1,1,0
MacBook Air M4 có màn hình 15.3 inch với tần số quét bao nhiêu?,0,0,1
"Laptop nào tốt cho nhu cầu cao cấp, sang trọng, giá dưới 40 triệu?",1,1,0
Máy tính nào phù hợp cho laptop sáng tạo nội dung?,0,1,0
Máy tính xách tay nào có giá khoảng 20 triệu đồng?,1,0,0
"Laptop nào có màn hình 15.6 inch, card rời, và giá dưới 26 triệu đồng cho nhu cầu gaming?",1,1,1
Cấu hình CPU 12450H và RAM 16GB có phù hợp cho công việc đồ họa kỹ thuật không?,0,1,1
Macbook Air M2 có trọng lượng dưới 1.3kg và giá khoảng 27 triệu đồng có phù hợp cho học tập không?,1,1,0
Laptop Acer Swift SF14 với 32GB RAM và 1TB SSD có giá bao nhiêu?,1,0,1
Nhu cầu sử dụng laptop cho đồ họa và kỹ thuật có cần card đồ họa rời không?,0,1,1
Laptop Lenovo Ideapad Slim 5 có màn hình 14 inch và tần số quét 60Hz không?,0,0,1
Có laptop nào dưới 18 triệu đồng đáp ứng tốt nhu cầu văn phòng và thiết kế đồ họa cơ bản không?,1,1,0
"Laptop gaming Acer Nitro V có CPU 13620H và RAM 16GB, giá khoảng 25 triệu có tốt không?",1,1,1
Laptop Apple Macbook Air M2 2022 có phù hợp cho công việc sáng tạo nội dung không?,0,1,0
"Tìm laptop mỏng nhẹ, cao cấp, giá dưới 40 triệu đồng.",1,1,0
MacBook Air M4 13 inch có phù hợp cho công việc đồ họa và kỹ thuật không?,0,1,0
Laptop Dell G15 5530 với chip i9 và card RTX 4060 có giá bao nhiêu?,1,0,1
Tìm laptop dưới 20 triệu đồng cho nhu cầu chơi game và đồ họa.,1,1,0
MacBook Pro 14 M4 Pro có màn hình tần số quét 120Hz không?,0,0,1
Ngân sách 40 triệu có mua được MacBook Pro 14 M4 Pro cấu hình 24GB RAM không?,1,0,1
Laptop nào cấu hình mạnh mẽ cho lập trình và thiết kế với giá dưới 35 triệu?,1,1,0
MacBook Air M4 13 inch có trọng lượng bao nhiêu?,0,0,1
So sánh hiệu năng của MacBook Air M4 và MacBook Pro 14 M4 Pro cho tác vụ sáng tạo nội dung.,0,1,0
"Có laptop nào mỏng nhẹ, cấu hình tốt cho văn phòng với giá dưới 15 triệu?",1,1,0
Laptop Dell G15 5530 có những tùy chọn RAM và dung lượng lưu trữ nào?,0,0,1
Cần bao nhiêu ngân sách cho một laptop phù hợp thiết kế đồ họa?,1,1,0
MacBook Pro 14 M4 Pro có giá bao nhiêu?,1,0,0
Laptop nào cho học tập và văn phòng với mức giá dưới 15 triệu?,1,1,0
MacBook Air M4 với 16GB RAM có phù hợp cho sáng tạo nội dung không?,0,1,1
Laptop nào tốt nhất cho nhu cầu chơi game?,0,1,0
Tìm laptop màn hình 15.6 inch có giá dưới 25 triệu?,1,0,1
Laptop nào mỏng nhẹ và phù hợp cho công việc văn phòng?,0,1,0
Có laptop gaming nào với ngân sách dưới 30 triệu không?,1,1,0
Bộ xử lý M2 của Apple có hiệu năng như thế nào?,0,0,1
Máy tính nào tốt nhất cho nhu cầu chơi game cấu hình cao?,0,1,0
Giá bán của MacBook Air M4 13 inch 2025 là bao nhiêu?,1,0,0
Có những lựa chọn laptop nào dưới 15 triệu đồng cho học tập?,1,1,0
Tìm laptop văn phòng mỏng nhẹ với ngân sách dưới 20 triệu đồng.,1,1,0
Laptop nào có thể đáp ứng nhu cầu chơi game và có giá dưới 18 triệu?,1,1,0
Cần laptop cho đồ họa kỹ thuật với ngân sách khoảng 30 triệu.,1,1,0
Laptop Dell Vostro 15 có màn hình tần số quét bao nhiêu Hz và có phù hợp cho văn phòng không?,0,1,1
Máy Acer Gaming Aspire 7 có card đồ họa rời hay tích hợp và giá bao nhiêu?,1,0,1
"Laptop nào có 16GB RAM, chip M4, màn hình 13 inch, phù hợp cho sáng tạo nội dung và giá dưới 35 triệu?",1,1,1
"Laptop nào có màn hình 15.6 inch, card rời và giá dưới 20 triệu cho nhu cầu gaming?",1,1,1
Cấu hình CPU của Laptop Dell Inspiron 15 3520 là gì?,0,0,1
Laptop Lenovo LOQ 15ARP9 có phải là lựa chọn tốt cho đồ họa kỹ thuật không?,0,1,0
Mẫu laptop nào của Apple có cấu hình RAM 32GB và giá dưới 40 triệu?,1,0,1
Laptop ASUS TUF Gaming F16 có tần số quét màn hình bao nhiêu?,0,1,1
Tìm laptop mỏng nhẹ cho sáng tạo nội dung với giá khoảng 35 triệu.,1,1,0
Laptop Lenovo Ideapad Slim 3 có card đồ họa tích hợp hay rời?,0,0,1
Ngân sách tối đa cho laptop gaming có card rời là bao nhiêu?,1,1,0
Tìm laptop cho công việc văn phòng và học tập với chi phí tối đa 15 triệu đồng.,1,1,0
Laptop nào có card đồ họa rời và màn hình 16 inch cho đồ họa kỹ thuật?,0,1,1
Có laptop nào dưới 30 triệu sở hữu 32GB RAM không?,1,0,1
Laptop nào có giá dưới 40 triệu cho sáng tạo nội dung và làm việc văn phòng?,1,1,0
Loại laptop nào tối ưu cho việc chơi game nặng?,0,1,0
"Ngân sách cho laptop văn phòng của tôi là 10 triệu, có những lựa chọn nào?",1,1,0
Tốc độ làm mới màn hình của Laptop Acer Gaming Predator Helios Neo 16S là bao nhiêu?,0,0,1
Laptop nào phù hợp cho sinh viên với ngân sách khoảng 12 triệu đồng?,1,1,0
Máy MSI Modern 15 B12MO có phù hợp cho nhu cầu đồ họa không?,0,1,0
Ngân sách tối đa cho laptop văn phòng là bao nhiêu?,1,0,0
Laptop nào phù hợp cho nhu cầu học tập và làm việc văn phòng?,0,1,0
Laptop nào có trọng lượng dưới 1.5kg và phù hợp cho việc di chuyển?,0,1,0
Tần số quét màn hình của Macbook Pro 14 M3 là bao nhiêu?,0,0,1
Máy tính xách tay HP 15-FC0086AU có card đồ họa rời hay tích hợp?,0,0,1
Laptop nào dành cho lập trình với giá dưới 20 triệu?,1,1,0
Tìm máy tính xách tay mỏng nhẹ cho việc di chuyển nhiều và có giá dưới 30 triệu?,1,1,0
"Cần laptop cấu hình chip Intel Core i5, RAM 16GB, card đồ họa rời để chơi game với ngân sách 25 triệu?",1,1,1
Laptop nào phù hợp cho công việc đồ họa với ngân sách dưới 35 triệu đồng?,1,1,0
Tìm laptop văn phòng mỏng nhẹ có giá dưới 15 triệu.,1,1,0
MacBook Air M3 15 inch có card đồ họa tích hợp hay rời?,0,0,1
"Cần laptop cho học tập, văn phòng, có CPU M3, RAM 16GB với giá dưới 30 triệu.",1,1,1
Ngân sách tối đa cho laptop Apple là bao nhiêu?,1,0,0
Máy nào tốt cho gaming với card đồ họa rời và giá dưới 20 triệu?,1,1,0
MacBook Air M4 13 inch có phù hợp cho sáng tạo nội dung không?,0,1,0
Laptop LG Gram 14Z90S-G.AH55A5 có giá bao nhiêu?,1,0,0
Có laptop nào giá dưới 20 triệu cho nhu cầu học tập và văn phòng không?,1,1,0
Cấu hình chi tiết của Laptop Asus Vivobook S 14 OLED là gì?,0,0,1
"Laptop nào có màn hình 14 inch, 32GB RAM, phù hợp cho đồ họa với giá dưới 30 triệu?",1,1,1
Laptop HP VICTUS 16 có card đồ họa RTX 3050 cho nhu cầu gaming và văn phòng không?,0,1,1
"Cần tìm laptop mỏng nhẹ cho học tập và văn phòng, giá khoảng 20 triệu?",1,1,0
MacBook Pro M4 Max có đủ mạnh cho các tác vụ sáng tạo nội dung chuyên nghiệp không?,0,1,0
Laptop Lenovo LOQ 15IRX9 có card rời và tần số quét 144Hz không?,0,0,1
"Ngân sách 25 triệu có mua được laptop gaming với cấu hình i7, RAM 16GB và SSD 512GB không?",1,1,1
Laptop nào dưới 15 triệu có hiệu năng tốt cho công việc văn phòng?,1,1,0
Cấu hình CPU của Lenovo ThinkBook 14 G7 là gì?,0,0,1
"Laptop nào có trọng lượng dưới 1.5kg, phù hợp cho nhu cầu di chuyển nhiều?",0,1,0
Tìm laptop có card đồ họa rời và màn hình 16 inch cho nhu cầu kỹ thuật với giá dưới 27 triệu?,1,1,1
Laptop nào có card rời và giá dưới 25 triệu đồng phù hợp cho đồ họa?,1,1,1
Cấu hình CPU và RAM của Apple MacBook Pro M1 là bao nhiêu?,0,0,1
Laptop nào dưới 20 triệu đồng phù hợp cho nhu cầu học tập và văn phòng?,1,1,0
Máy tính xách tay Asus Gaming VivoBook K3605ZC-RP564W có màn hình 144Hz không?,0,1,1
Ngân sách 15 triệu đồng có mua được laptop cho công việc kỹ thuật không?,1,1,0
Laptop Dell Inspiron 15 3520 có phù hợp cho công việc sáng tạo nội dung không?,0,1,0
Cần tìm laptop có RAM 16GB và ổ cứng 512GB cho nhu cầu gaming.,0,1,1
Laptop Lenovo IdeaPad Slim 3 16IRH10 có giá khoảng bao nhiêu?,1,0,0
"Máy nào có màn hình 16 inch, chip i5 thế hệ 12 và giá dưới 18 triệu?",1,0,1
Laptop nào mỏng nhẹ và có card rời?,0,1,1
Laptop nào có thể đáp ứng tốt nhu cầu đồ họa kỹ thuật với ngân sách dưới 30 triệu đồng?,1,1,0
Cấu hình RAM tối thiểu cho laptop chơi game là bao nhiêu?,0,1,1
MacBook Pro 14 inch M3 Pro có phù hợp cho công việc sáng tạo nội dung không?,0,1,0
Laptop MSI Gaming Cyborg 15 A13VFK có card đồ họa RTX 4060 không?,0,1,1
Mẫu laptop nào giá dưới 20 triệu đồng cho nhu cầu học tập và văn phòng?,1,1,0
Laptop MacBook Air M4 có màn hình 13.6 inch với tần số quét bao nhiêu?,0,0,1
"Tìm laptop cao cấp, sang trọng với giá khoảng 40 triệu đồng.",1,1,0
Laptop nào có trọng lượng nhẹ dưới 1.5kg và phù hợp cho việc di chuyển nhiều?,0,1,0
"Cần laptop có CPU M3 Pro, RAM 18GB và ổ cứng 512GB, giá khoảng 50 triệu?",1,0,1
Laptop nào dưới 25 triệu có card đồ họa rời và màn hình 144Hz?,1,0,1
Laptop nào có giá dưới 30 triệu đồng phù hợp cho thiết kế đồ họa?,1,1,0
Cấu hình CPU và dung lượng RAM bao nhiêu trên MacBook Air M4?,0,0,1
Laptop Lenovo ThinkPad T14s Ultra 5 có phù hợp cho công việc kỹ thuật không?,0,1,0
Tìm laptop mỏng nhẹ với pin trâu và giá dưới 20 triệu?,1,1,0
MacBook Air M3 13 inch 2024 có 24GB RAM và 512GB SSD không?,0,0,1
"Laptop nào có màn hình 13.6 inch, tần số quét 60Hz và giá tốt cho văn phòng?",1,1,1
Nhu cầu học tập và văn phòng nên chọn laptop có CPU M3 hay M4?,0,1,1
Laptop nào có trọng lượng dưới 1.3kg và giá dưới 35 triệu đồng?,1,1,0
Dung lượng lưu trữ 1TB trên MacBook Air M4 có đủ cho nhu cầu đồ họa không?,0,1,1
Laptop nào có giá khoảng 40 triệu đồng phù hợp cho cả công việc và giải trí?,1,1,0
Mac mini M4 2024 có card đồ họa tích hợp hay card rời?,0,0,1
Laptop Lenovo Gaming Legion 7 có cấu hình i9 và 32GB RAM không?,0,1,1
Tìm laptop mỏng nhẹ cho công việc đồ họa kỹ thuật với ngân sách dưới 30 triệu.,1,1,0
MacBook Air M3 13 inch 2024 có 16GB RAM và 512GB dung lượng lưu trữ không?,0,0,1
Laptop MSI Modern 14 C13M có phù hợp cho nhu cầu sáng tạo nội dung không?,0,1,0
Cần tìm laptop gaming có màn hình 165Hz và giá khoảng 60 triệu đồng.,1,1,0
MacBook Air 15 inch M4 có 16GB RAM và 1TB dung lượng lưu trữ với giá bao nhiêu?,1,0,1
Laptop nào có trọng lượng dưới 1.5kg và phù hợp cho học tập?,0,1,0
Máy tính Apple Mac mini M4 có 10 nhân CPU và 10 nhân GPU không?,0,0,1
Tìm laptop dưới 15 triệu đồng.,1,0,0
Laptop nào tốt cho lập trình với ngân sách dưới 20 triệu?,1,1,0
"Máy tính nào phù hợp cho sinh viên học tập và chơi game nhẹ, giá dưới 18 triệu?",1,1,0
Laptop nào tối ưu cho công việc văn phòng và có giá dưới 17 triệu?,1,1,0
Laptop nào phù hợp cho việc thiết kế đồ họa và kỹ thuật?,0,1,0
Laptop nào có giá tốt nhất trong phân khúc dưới 25 triệu?,1,0,0
Cấu hình CPU và RAM của MacBook Pro M4 Pro là bao nhiêu?,0,0,1
"Laptop nào có màn hình 14 inch, tần số quét 120Hz và phù hợp cho đồ họa?",0,1,1
